timestamp,node,name,seq,vrms,irms,p,rssi,snr,ferr,status
2026-06-27 13:35:17,2,NODO_2,3537,219.8,1.8,395.64,-39.0,12.25,23.25,OK
2026-06-27 13:35:17,1,NODO_1,3536,220.5,3.25,716.63,-38.0,12.5,-193.75,OK
2026-06-27 13:35:19,2,NODO_2,3538,219.8,1.8,395.64,-43.0,12.25,23.25,OK
2026-06-27 13:35:19,1,NODO_1,3537,220.5,3.25,716.63,-45.0,12.25,-193.75,OK
2026-06-27 13:35:21,2,NODO_2,3539,219.8,1.8,395.64,-41.0,13.75,7.75,OK
2026-06-27 13:35:21,1,NODO_1,3538,220.5,3.25,716.63,-43.0,13.0,-209.25,OK
2026-06-27 13:35:23,2,NODO_2,3540,219.8,1.8,395.64,-41.0,12.25,23.25,OK
2026-06-27 13:35:23,1,NODO_1,3539,220.5,3.25,716.63,-41.0,12.5,-193.75,OK
2026-06-27 13:35:25,2,NODO_2,3541,219.8,1.8,395.64,-41.0,12.0,23.25,OK
2026-06-27 13:35:25,1,NODO_1,3540,220.5,3.25,716.63,-42.0,13.0,-193.75,OK
2026-06-27 13:35:27,2,NODO_2,3542,219.8,1.8,395.64,-39.0,12.25,23.25,OK
2026-06-27 13:35:27,1,NODO_1,3541,220.5,3.25,716.63,-46.0,13.0,-193.75,OK
2026-06-27 13:35:29,2,NODO_2,3543,219.8,1.8,395.64,-40.0,12.25,23.25,OK
2026-06-27 13:35:29,1,NODO_1,3542,220.5,3.25,716.63,-40.0,13.25,-209.25,OK
2026-06-27 13:35:31,2,NODO_2,3544,219.8,1.8,395.64,-40.0,12.75,23.25,OK
2026-06-27 13:35:31,1,NODO_1,3543,220.5,3.25,716.63,-42.0,12.75,-193.75,OK
2026-06-27 13:35:33,2,NODO_2,3545,219.8,1.8,395.64,-41.0,11.75,23.25,OK
2026-06-27 13:35:33,1,NODO_1,3544,220.5,3.25,716.63,-44.0,12.75,-193.75,OK
2026-06-27 13:35:35,2,NODO_2,3546,219.8,1.8,395.64,-41.0,13.0,7.75,OK
2026-06-27 13:35:35,1,NODO_1,3545,220.5,3.25,716.63,-39.0,12.25,-193.75,OK
2026-06-27 13:35:37,2,NODO_2,3547,219.8,1.8,395.64,-40.0,12.0,23.25,OK
2026-06-27 13:35:37,1,NODO_1,3546,220.5,3.25,716.63,-43.0,13.0,-193.75,OK
2026-06-27 13:35:39,2,NODO_2,3548,219.8,1.8,395.64,-40.0,12.5,23.25,OK
2026-06-27 13:35:39,1,NODO_1,3547,220.5,3.25,716.63,-42.0,12.75,-193.75,OK
2026-06-27 13:35:41,2,NODO_2,3549,219.8,1.8,395.64,-38.0,12.5,23.25,OK
2026-06-27 13:35:41,1,NODO_1,3548,220.5,3.25,716.63,-46.0,12.5,-209.25,OK
2026-06-27 13:35:43,2,NODO_2,3550,219.8,1.8,395.64,-38.0,12.75,23.25,OK
2026-06-27 13:35:43,1,NODO_1,3549,220.5,3.25,716.63,-46.0,12.5,-209.25,OK
2026-06-27 13:35:45,2,NODO_2,3551,219.8,1.8,395.64,-39.0,12.0,23.25,OK
2026-06-27 13:35:45,1,NODO_1,3550,220.5,3.25,716.63,-43.0,12.5,-193.75,OK
2026-06-27 13:35:47,2,NODO_2,3552,219.8,1.8,395.64,-37.0,13.5,7.75,OK
2026-06-27 13:35:47,1,NODO_1,3551,220.5,3.25,716.63,-42.0,11.75,-209.25,OK
2026-06-27 13:35:49,2,NODO_2,3553,219.8,1.8,395.64,-35.0,12.5,23.25,OK
2026-06-27 13:35:49,1,NODO_1,3552,220.5,3.25,716.63,-46.0,12.5,-209.25,OK
2026-06-27 13:35:51,2,NODO_2,3554,219.8,1.8,395.64,-35.0,13.5,7.75,OK
2026-06-27 13:35:51,1,NODO_1,3553,220.5,3.25,716.63,-44.0,12.25,-193.75,OK
2026-06-27 13:35:53,2,NODO_2,3555,219.8,1.8,395.64,-35.0,12.25,23.25,OK
2026-06-27 13:35:53,1,NODO_1,3554,220.5,3.25,716.63,-44.0,12.75,-209.25,OK
